"","taxa_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","PC1"
"2319","9e379a4d1df3da9a11bf495747f6b11d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.0061011049109493
"2173","94dc7d0492b342cb0a0358543ef40839","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00609874399774019
"1740","77e828425f569a58dc8c0769e3fa9f4e","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII",NA,NA,-0.00609816703423101
"764","33e486e25aa39c535df2b40df78cf22e","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00609696494037407
"1534","6b9da9290b6587a29b1842d54277c074","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00609143319049698
"921","3eea1b26200e3323b70eb34e859a7b68","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00609056194789633
"2755","bb2473b1d4331cbaa7c5bd8b0d274694","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group","Clostridiales bacterium 42_27",-0.0060876566486619
"1808","7c51d665f8fc11fae90009ce12e4d205","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,-0.00608390630393173
"2084","8f523bcf6dd515cd9433dc0a695bf5f4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00608299313501853
"1760","795ff2866f155fa9c29b5e1e17ba753d","Bacteria","Spirochaetes","Brachyspirae","Brachyspirales","Brachyspiraceae","Brachyspira",NA,-0.00607941819225361
"37","02ce033ce90ff3076865cb0575ebb8c2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00607312497606109
"2667","b55c9f6953412964fbdc1d4b5fd9569b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum",NA,-0.00606350759341213
"1756","793e6963631f7cb607e7c06a31141cf5","Bacteria","Lentisphaerae","Oligosphaeria","Oligosphaerales","Oligosphaeraceae","Z20",NA,-0.00605482388621292
"3030","ce93440aa1e8994e7e27e850724752d1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00605044612986871
"530","237301d4e9f372ddde603ddbf534156b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00604900172284652
"548","24c7aee8c1c80cd92cbe8d9e3e491c03","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,-0.00604748047515638
"808","37670c1524efbcab94796c6f87ca1a72","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00603075208808497
"2847","c283c17b8b7ca3a69bf0758c1b9e01f4","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA,-0.00601501004933942
"1786","7b31091b01ac3f7bec96784469d70b67","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00601372317159533
"3373","e6f5ed76539f9ef92611f3bc96a5e481","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00599381236179854
"1878","81243744bb3f84ce3b7bce79ef905c9c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia",NA,-0.00599237329804704
"1096","4be42ed309ecbf4167b572563ab3c949","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.00599053579082796
"1968","8801d236b1dd9fa38b8c8a22e33f3c9f","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00598760948412407
"1287","5add7e78d2564efc2cc3c4ba4e73aa7c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-009",NA,-0.0059830539990761
"652","2c689648302dc2e4dadbd5bade0ef49d","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales",NA,NA,NA,-0.00597958703985569
"2057","8d82d5df23189220fe9f813306505a32","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008",NA,-0.0059759262592263
"195","0cfebfc3f54cbdd5b87889c59b690d5a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group",NA,-0.00597585824450711
"356","17d719a71934f6be109a4c355a6a963d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae AC2044 group",NA,-0.00597516200992457
"2743","ba374c2d2c14771ac79b8696bc39f63a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.0059685517594859
"123","08ab604f3f94b8e3f4ce31c355635d08","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00596354448577999
"1537","6bc54ffb347a593d71a787bb00fe1428","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00595469129344866
"2858","c346564abec6db6efe56486027095927","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Mailhella",NA,-0.00594275577231698
"2190","960cdade341083953e91b97c95738878","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00594134900872858
"1334","5e911018716a644615693916aa3b4a2b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00594018761342576
"1683","74d2bf06033267ba307c317f7144cb74","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00593601121575132
"1216","54e0a23142f347384a9c7f8cc0221da5","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00593350033964032
"1209","544a94ab6c44a67438c07dad2eede772","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter fetus subsp. fetus",-0.00593311492020235
"3692","fa927eb3b17bcd2d38a8677b27a43d96","Bacteria","Spirochaetes","Brachyspirae","Brachyspirales","Brachyspiraceae","Brachyspira",NA,-0.00591864293382298
"1179","51cf31312b337311b032eb5154700189","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-013",NA,-0.0059169802802463
"1525","6b303a527e7d232b3bc50d84bc17465e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,-0.00591106366657662
"3450","eaf8e1496390b78cdfa61c3b97cc582f","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00590376269038648
"2369","a1e050d84d6d39a15627f13b2e36b4f6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,-0.00588051192186575
"531","23785b426dd3da8dfe26d26f5b35df15","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00587712958275581
"1106","4c7dc80809a84621404e0e8bd0d36d9d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008",NA,-0.00587693745466929
"1970","881e45e906b9050f23163544455a0bb7","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,-0.00585677536356978
"2358","a1445180a44778e56205b71588049fa6","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00585306945402909
"1407","63561148f9bb20509374d4b67e8e45ac","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2",NA,-0.00585273743212732
"2158","93c40a771c045f4b55b984a2d8705b8f","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00583959317960614
"1869","8072275510ce98db2ff9cb863f532bff","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00583625120196219
"1673","7447968d36abc28f5bc681b6d90e2abb","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,-0.00582964087507923
"3293","e22c5390cd9b6ccf6af06deaeee2ec55","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00582151919253589
"1509","6a515585beac970b871b45d381e0feae","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta",NA,-0.00581916883163666
"781","3514b6d3376523893f417316be7fca7d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00581462737372916
"3506","ee57018c4d8b81eb182bab75ed3ec3b9","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00581062150739848
"689","2e91febff3271efce41ac66df741eaaa","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00581051950330392
"3162","d8a63138d168ef06b95dcba6e1e5d4c9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA,NA,-0.00580729744284902
"1168","5124f4c8f6eda48758a1dde6ea429d6a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2",NA,-0.00580427844085788
"3214","dcec9e64e670c9ed81f70b5ed149b70a","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2","Treponema sp. S",-0.00580197281808802
"789","35a9b898a1ee5035b37abf7c6419170e","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA,-0.00580172818221427
"1250","58338dc4487d3ab0c1bbb55e95ac9ddc","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0057997065767622
"657","2c90380b98981333d1e87360ce99d192","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae",NA,NA,-0.00579414146898406
"1291","5b465a8e96db47347ce62885d4ab8954","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00578771973334452
"1034","4783c8adf140d561f2cfdabedfc6a81a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group",NA,-0.00577907170086466
"3536","f044b2ef8ccca02bf111aff110d39fed","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00577768202228877
"3637","f7331dde9c99e5ffe2b7f5c2468c5f01","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00577625189621662
"1866","8017dfa1641676f2591eb9c3b8d15f9e","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00577266352758756
"2022","8b9c40a3f3ffd1e1754d28ca2a2989d8","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00576885663633413
"912","3e563642acaf7fe22eeb004e25a1d1c9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00576067125027268
"2946","c91b4a05b9c2997155edc361bbcbfe86","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00576020881400089
"2614","b1c54f73d013af71baecb4fe3a4eb3a2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00575184475608504
"1636","71e51cc143496747dd62d70a37bb23fd","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.00574604665093828
"547","24b1284d0f4acdd0121aede5b35c5ada","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,-0.0057320074757269
"2132","92046fae8f90ce6a089ea16723ef12e6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.005725257585892
"605","28889d2ca3a35a247244bbcae2468bf4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00571087876986494
"1857","7fbf5495685ba2769be5e9f95d95a31a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00570334150515237
"2162","9400a89d08f5100f37855e15dbab3b87","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus criceti",-0.00570118631189051
"1185","52809dc48f4e83f77eed9e6f4bbae5d4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00569976538255622
"2200","9677a49502ec188f27b84029291f8bac","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae",NA,NA,-0.00569238356700655
"150","09ad7788ef2bf7042a2db83528d2d96c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,-0.00568852866492287
"3349","e5ba3d3e3a32bcdfe05041801da2d0fa","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae",NA,NA,-0.00568312648063546
"1981","88be29e1e6c3f09297dbe97e0b7887bf","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 2",NA,-0.00568286216416497
"772","345878c9bd081a1cf777b7b9cdbfc466","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus",NA,-0.00566927102042915
"1569","6d7072e373d2825234c502e43b01d8f7","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","GCA-900066225",NA,-0.00566861502708981
"292","13a18aae5438726a6a83518c0ccf8a95","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 2",NA,-0.00566737749052581
"957","411f3625e66a9df49c74e539c550a769","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00566583375541888
"1849","7f2c7123cda78b129249038da39b99ba","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.00566519895249095
"2028","8bc1295cab1cba78ae0299ce9a15c7b8","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA,NA,-0.00564959477579767
"435","1ca38985cbe6580d6fd8ebff801d6d01","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00564882241858704
"274","128c0d252bd69aa503e481d39e16d81a","Bacteria","Spirochaetes","MVP-15",NA,NA,NA,NA,-0.00563965210651569
"1356","6016c12a2ed77faf8065df687f835cbe","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,-0.00563381355330721
"3451","eaf9c14d8a12abd016e18175fae2482c","Bacteria","Spirochaetes","Brachyspirae","Brachyspirales","Brachyspiraceae","Brachyspira",NA,-0.00561380716079594
"3067","d15f3385040a3e63937e3ddc1f04b4d6","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.00561141611085456
"112","0795558e53c5b4f1066ebfa8b8c35f15","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales RF16 group",NA,NA,-0.00559740575673475
"3057","d0628167abe3d7872ce0e3780ad2209b","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.00559477794262962
"1014","463d204b9bd5215fc8d534cd91c225e9","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00558835243235937
"3029","ce75cbfb104dbed5a8f79471147becab","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-003",NA,-0.00558830811275106
"3059","d0a308f11340a7170b90721e9b953e12","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-003",NA,-0.00557393106185148
"3334","e4d0bf4580af9e52d8f72ce349f0c9e4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,-0.00557041947997581
"407","1b1863a690757acc68de6f8e1eb9d5af","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00556550897706074
"677","2da1cd99d1719bfff2a0b11079da474c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,-0.00556393568480871
"3556","f13e20029e00b4fc2f238c415515ada5","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.00555898654462345
"2567","aedeb7aa94f5cf79d7753e91162ff93c","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00553368610026052
"1644","7270bb96d114ce170fd85c202a83ed11","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae NK4A214 group",NA,-0.00553196428694711
"1554","6cdda33856941f39d999396e737ebcad","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus 3",NA,-0.00552681971421174
"3475","ebde122cd2c9831fa768206db1eafc3f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00552168378021338
"813","37cdf96764c60ea219671c5fcbad3aba","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella 9",NA,-0.00552100656510409
"3564","f1d10b1547086a351b2e53963561e19c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-008",NA,-0.00551348942048775
"1662","73a096edf9f9d6e798ad6cc533d14138","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-008",NA,-0.00549856641276653
"3624","f643e71c143c1358a0f04633c4c9aeac","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00547465748605148
"2046","8ce2ca7dad1771684bad4babf806b495","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00546659983702721
"969","422b1a435db04abaab98ca68ed8ea714","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4B4 group",NA,-0.00546060879109333
"2236","98e44313a23043d05cb6e65d1a5242c8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.0054592120200647
"3318","e3a642984e7764b8c25859155a65d585","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,-0.00543456999967821
"1628","715a4294fce9fafebd713dd23215dfd5","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales",NA,NA,NA,-0.00543445421516133
"770","34308aea158c0f2320da8ca8268f4f3d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00543265964035778
"619","29c8352241968165d7c31d08c8841358","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082",NA,NA,-0.00543261715038647
"2726","b902e6f4716ca6f60e770659213d48bb","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.00542253380841769
"2894","c59325abd1feb33dd584fae19c34cfed","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.005421612381538
"2749","bababbeb415835b86f1fbe351e48f6f8","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Phascolarctobacterium",NA,-0.00538489690060469
"3062","d0c6178c00529e1c8bc67816524ac0b1","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.0053685014919077
"328","16218aac4c4200aca6335141d4ab4657","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003",NA,-0.00536637374774867
"2450","a7ec0b8b540e77076b1720480b2c2d8e","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group",NA,-0.00536105844578347
"1694","758be9317087a57b739e0fae794690c6","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","[Eubacterium] coprostanoligenes group",NA,-0.00535934659191238
"1108","4c89257125efaeaf2b7f6ee9679329d2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00535560313980768
"3099","d365786ba7d80b48a5d6b825369f2812","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter",NA,-0.00535310959115721
"984","436cd4145f98c85eb1d96b5ead26c46d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio",NA,-0.00535203787679722
"2654","b43b5a2e2c9bf7ddfd22f75e5af90c03","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,-0.00533874214643644
"519","22983ed98432416cfcd9f6b380cfd052","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00532891435175037
"421","1bf16be546b383f7c6f7e5193df206b1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.00532628293006492
"1311","5d0001f25a423f1d1c44c97f4801aa30","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,-0.00531676328552486
"2183","9585c2aaba55662c6cd4a1b80caa3887","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Cellulosilyticum",NA,-0.00529468651092561
"1502","69b40cc0fbb7b12f200da9f5cb4b38dd","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 5",NA,-0.00528613103066082
"2797","be6f2a9518da0d547693f20a671fd6db","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00526432720533616
"3649","f804d9386db442c1bab96455f02fd947","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.00524225936981665
"146","096de91235c744befe965be4db3cf086","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00522878505428874
"3743","fdd9d5692d78046d7c1d977ea464cd82","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00519442972004772
"771","3447f5f9a59053699be8ca215deb473b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA,NA,-0.00516620095627965
"936","3fc8cfd65e766b4b77849694809265aa","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.00511945931618359
"1036","47b2603f3391c85d8b1a525122baebec","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales",NA,NA,NA,-0.00509890533967299
"2194","9654b468b5b2894a45d466500b6b2bb8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 6",NA,-0.00508061999513074
"2306","9d8f77ae1bd2cc2ef9cd02bdc641c8e4","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00507940088195014
"3458","eb4005323be22662e0df72846ee1da96","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00507599636025391
"336","1695d20560231d86d606f44d44ed5e2b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00506586605420265
"1338","5eb8ab7d65c8b208ca4d69860a2d63b1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,-0.00504432384488792
"1799","7bcac33a890a74872d775e7feb8d3af4","Bacteria","Firmicutes",NA,NA,NA,NA,NA,-0.00503568960544246
"2524","acbcc9ff8bb9ded32917ff420e6a7fc7","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.00502277411237219
"3248","df183cda9a2dbb7c837debdf3d444f3b","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00502074171179557
"1144","4f3f96b2a6f8bce10ce22d2cbd00d987","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group",NA,-0.00500471281930736
"2104","90707146d7da3221b349dba4bcaaca2e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00498675588187071
"1310","5ce0cf903c5b23d87258be1f41abdd5e","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.0049783617607052
"2203","96961f7aeff4860cb8a201681d42e616","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira",NA,-0.00496601470128014
"393","1a80fa8cee87d08ab20aec551cd8ce32","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetitomaculum","Firmicutes bacterium CAG_194_44_15",-0.00495597764850849
"2734","b98a8cd150f06045180ce80107fab46a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.00493822793368719
"1566","6d5ed850c23540eb7f944b48710dffd1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,-0.00493530822002989
"1671","7435834fc9e6eab42dc30a6e351aee8a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-007",NA,-0.00493233847167256
"1054","48eb1fd7a82e9062acce41096ed2fe6f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.00492020452100166
"539","24081a46a6ba59b81b054d02d123ec70","Bacteria","Tenericutes","Mollicutes","Mollicutes RF39",NA,NA,NA,-0.00491735992583726
"1732","7778ae13a986b86d309b69e326d04a0d","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema 2",NA,-0.00491734886051815
"411","1b50ff7eb3ef0d2307a9ab921c2ebdad","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium",NA,-0.0049068988467605
"2092","8f9ecf0f9bc89a55d76fdb188f83ea3d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00490378420574468
"3382","e7b8b9e2569d08241079d0a6511fec48","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","RFP12",NA,NA,-0.00490249035827906
"257","117671456b14195f5c10e819dcfc565c","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0048998972868194
"1091","4b7d060fb511fd7cfd0a50decef1883c","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA,NA,-0.00489674900884991
"2879","c4059925545939f7d9e570bc48e0bf8f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA,NA,-0.00489070154890654
